0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
0.2,0.200002,0.199999,0.199999,0.2,-0.2,-0.200001,-0.2,-0.200001,-0.2
